"title","director","release_year","runtime","subtitle","description","genres","female_protagonist","lgbtq_protagonist","white_protagonist","political/social_or_moral_topic","experimental","cast","watched","avg_rating","X0.5","X1","X1.5","X2","X2.5","X3","X3.5","X4","X4.5","X5","fans","liked","total_ratings","polarization"
"Samurai Banners","Hiroshi Inagaki",1969,170,"","Kansuke Yamamoto is a samurai who dreams of a country united, peaceful from sea to sea. He enters the service of Takeda, the lord of Kai domain. He convinces Takeda to kill the lord of neighboring Suwa and take his wife as a concubine. He then convinces the widow, Princess Yu, to accept this arrangement and to bear Takeda a son. He pledges them his life. He then spends years using treachery, poetic sensibility, military and political strategy to expand Takeda’s realm, advance the claim of Yu’s son as the heir, and prepare for an ultimate battle with the forces of Echigo. Has Kansuke overreached? Are his dreams, blinded by love, too big? ×","War---Action---History","No","No","No","Feudal power struggles and unification of Japan","No","Toshirō Mifune---Yoshiko Sakuma---Kinnosuke Nakamura---Yūjirō Ishihara---Katsuo Nakamura---Umenosuke Nakamura---Masakazu Tamura---Nakamura Kanzaburo---Ken Ogata---Mayumi Ozora---Masumi Harukawa---Haruko Tōgō---Keiko Sawai---Yoshiko Kuga---Akihiko Hirata---Yoshio Tsuchiya---Akira Kubo---Ichirō Nakatani---Sachio Sakai---Nakajirō Tomita---Tetsurō Sagawa---Jun'ichirō Mukai---Kitijiro Murata---Ryunosuke Yamazaki---Ryōsuke Kagawa---Masao Shimizu---Jotaro Togami---Kôji Nanbara---Takashi Shimura---Ryūnosuke Tsukigata---Kan'emon Nakamura",541,3.5,0,1,2,11,25,73,137,85,29,13,1,105,376,1.66337307545325
"Nutcracker: The Motion Picture","Carroll Ballard",1986,85,"A magnificent Christmas spectacular.","In this Pacific Northwest Ballet performance, it is Christmas Eve and festivities are underway. Clara is excited when her godfather arrives with a bag full of gifts, one of which is an intriguing wooden nutcracker. That night, while the household sleeps, Clara visits the Christmas tree to inspect her nutcracker and soon finds herself immersed in a dream world both dark and enchanting.","Fantasy---Family---Music","Yes","No","Yes","No","No","Hugh Bigney---Patricia Barker---Vanessa Sharp---Wade Walthall---Russell Burnett---Laura Schwenk---Benjamin Houk---Beatrice Bassett---Benjamin Bassett---Julie Harris",1455,3.4,8,22,14,61,59,200,184,197,33,96,6,382,874,1.9372814660362
"Golgo 13: Assignment Kowloon","Yukio Noda",1977,93,"A master assassin, bent on blood!","Duke Togo (codename: Golgo 13) is a ruthless assassin who’s accepted a tricky assignment from an American drug syndicate. His mission is to “rub out” Hong Kong’s underworld kingpin. His main obstacle is the relentless Detective ‘Smitty’ Smith, determined to stop Togo no matter the cost. The result is an explosive adventure through the seamy, violent streets of Hong Kong.","Crime---Adventure---Action","No","No","No","Organized Crime and Corruption","No","Sonny Chiba---Lun Chia---Etsuko Shihomi---Emi Shindō---Elaine Sung---Dana---Nick Lam Wai-Kei---Jerry Itō---Chi-Chung Lee---Charlie Chan Yiu-Lam---Wong Shu-Tong---Joana Tors---Fiona Humphrey---Gam Shing Sung---Tong Tin-Hei---Wan Fat---Shan Tai---Alan Chui Chung-San---Clayton---Koji Tsuruta---Toshimitsu Takahashi---Shunji Sasaki---Kenji Ohba---Hirofumi Koga---Hiroshi Hatano---Wai Chuen Do---Lai Kim-Hung",957,3.3,0,9,8,47,104,221,156,98,10,15,NA,194,668,1.72265785116676
"Sleepwalker","Johannes Runeborg",2000,95,"","Ulrik Hansson is 45 years old and lives a secure life in a Swedish residential district together with his wife Monika and their two children. He’s got a well-paid job as an architect and builds a new detached house which the family will move to. Everything is just great. He thinks. One morning he wakes up and shockingly discovers that they’re gone. The whole family…","Mystery---Horror---Thriller","No","Unknown","Yes","No","No","Ralph Carlsson---Tuva Novotny---Ewa Carlsson---Anders Palm---Donald Högberg---Fredrik Hammar---Mats Rudal---Sylvia Rauan---Christoffer Edström---Silke Lauren---Toivo Tolonen---Viktor Friberg---Aina Lesse---Petter Billengren---Camilla Sundell---Johan Rudebeck---Bjørn Sundquist---Lars Jansson---Conny Anderson---Christina Molin---Carina Lindroth---Susanne Sörensdotter---Anders Lindgren---Johannes Pinter---Peter Tägtgren",375,3.2,5,19,16,66,35,78,21,21,3,1,NA,25,265,1.88049808040049
"One More Time","Jerry Lewis",1970,92,"Never before were they together again for the second time!","London nightclub buddies Salt and Pepper link Pepper’s dead twin to diamond smugglers.","Comedy---Thriller","No","Unknown","No","No","No","Sammy Davis Jr.---Peter Lawford---John Wood---Dudley Sutton---Maggie Wright---Ester Anderson---Percy Herbert---Anthony Nicholls---Allan Cuthbertson---Edward Evans---Sydney Arnold---Leslie Sands---Moultrie Kelsall---Glyn Owen---Lucille Soong---Cyril Luckham---Bill Maynard---David Trevena---Norman Mitchell---Richard Goolden---Joanna Wake---Julian D'Albie---Gladys Spencer---John Nettles---Peter Cushing---Christopher Lee---Jerry Lewis---Harry Carey, Jr.",486,3.1,9,16,27,80,55,62,35,19,2,8,NA,70,313,1.98142627865734
"Sonny and Jed","Sergio Corbucci",1972,94,"You’d call ’em gross… we say they’re wild!","As thoroughly unlikeable a robber as ever walked the West, Joe nonetheless robs from the rich and gives to the poor. Not only is he a murderous, ill-tempered sort, he is bad-mannered, too. When beautiful Sonny decides he should be her man and teach her how to be a proper outlaw, sparks fly.","Comedy---Western","Yes","No","Yes","Crime and social marginalization","No","Tomas Milian---Susan George---Telly Savalas---Eduardo Fajardo---Rosanna Yanni---Franco Giacobini---Herbert Fux---Werner Pochath---Gene Collins---Álvaro de Luna---Pilar Climent---Luis Aller---Laura Betti---Rafael Albaicín---Francesco Arcuri---Miguel Armario---Simón Arriaga---José Canalejas---Juan Cazalilla---Fabián Conde---Gonzalo de Esquiroz---Jaime Doria---Ruggero Fedozzi---Carmen Guardón---Víctor Israel---Ricardo G. Lilló---David Nero---José Riesgo---Lorenzo Robledo---Beatriz Savón---Mario Talleri---Bernie Thomas---Lucy Tiller---Dan van Husen---Léopoldo Francès",1589,3.4,3,14,20,53,114,347,323,261,47,44,2,421,1226,1.77202770702355
"Steaming","Joseph Losey",1985,95,"A film about self-discovery and triumph based on the popular play.","Englishwomen band together when they learn that the public bathhouse they frequent for relaxation will be closed down.","","Yes","Unknown","Yes","Closure of public steam/bath house","No","Vanessa Redgrave---Sarah Miles---Diana Dors---Patti Love---Brenda Bruce---Felicity Dean---Sally Sagoe---Anna Tzelniker",479,3.2,2,11,12,45,50,100,62,32,1,7,NA,61,322,1.84471535028039
"Unearthed & Untold: The Path to Pet Sematary","John Campopiano",2017,97,"","This documentary is a detailed look into the making of PET SEMATARY, one of the most enduring cult-horror classics of our generation.","","No","No","Unknown","No","No","Blaze Berdahl---Susan Blommaert---Sean Clark---Denise Crosby---Elliot Goldenthal---Brad Greenquist---Miko Hughes---Mary Lambert---Michael Lombard---Dale Midkiff---Peter Stein---Andrew Hubatsek---Elizabeth Ureneck---Mark E. Anastasio",1410,3.3,0,6,8,52,103,404,220,173,24,62,NA,310,1052,1.68746684496516
"That’s Life!","Blake Edwards",1986,102,"That’s love. That’s laughter. That’s crazy. “That’s Life!”","A wealthy architect struggles with a severe case of male menopause at the approach of his 60th birthday.","Drama---Comedy","No","No","Yes","Health and aging","No","Jack Lemmon---Julie Andrews---Sally Kellerman---Robert Loggia---Jennifer Edwards---Robert Knepper---Matt Lattanzi---Chris Lemmon---Cynthia Sikes---Dana Sparks---Emma Walton Hamilton---Felicia Farr---Teddy Wilson---Nicky Blair---Jordan Christopher---Biff Elliot---Hal Riddle---Harold Harris---Sherry P. Sievert---Joe Lopes---James Umphlett---Frann Bradford---Jesse Henecke---Lisa Kingston---Ken Gehrig---Donna McMullen---Scott McKenna---Charles Schneider---Cora Bryant---Robin Foster---Eddie Vail---Deborah Figuly---Ernie Anderson---Chutney Walton---Honey Edwards",2140,3,11,32,47,199,249,432,186,147,23,30,1,300,1356,1.8680869614093
"Coven","Margaret Malandruccolo",2020,80,"The witching hour is here.","Five undergrad witches come together in order to perform a ritual to invoke the ancient powers of the witch Ashura.","","Yes","Yes","Yes","No","No","Lizze Gordon---Jennifer Cipolla---Margot Major---Adam Horner---Terri Ivens---Sofya Skya---Miranda O'Hare---Jessica Louise Long---Tessa Espinola---Sara Stretton---Jocelyn Saenz",315,2.7,35,42,39,55,21,26,14,3,2,4,NA,32,241,1.99715739832949
"The Bride of Fire","Khosrow Sinai",2000,116,"","A tragedy in which a young woman from an Arab tribe, prevented from marrying her non-Arab Persian lover is forced against her wishes to marry her cousin.","Drama---Thriller","Yes","No","No","Traditional tribal marriage customs and modernity","No","Ghazal Saremi---Hamid Farrokhnejad---Saeed Poursamimi---Mehdi Ahmadi---Salimeh Rangzan---Ali Mardane",442,3.4,0,19,5,34,25,60,35,32,5,11,NA,45,226,1.97015833571925
"Bob Wilson’s Life & Death of Marina Abramovic","Giada Colagrande",2012,57,"","This hourlong semi-documentary records the musical stage collaboration between director Robert Wilson and veteran performance artist Marina Abramovic. Also included is a wealth of background material about Abramovic’s life and earlier works.","","Yes","Yes","Yes","No","Yes","Willem Dafoe---Marina Abramović---Robert Wilson---ANOHNI",626,3.5,1,3,3,17,20,65,68,83,16,39,NA,125,315,1.85753537930422
"The Rescuers Down Under","Hendel Butoy",1990,77,"Hang on for the most thrilling ride of your life!","A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry – the Rescue Aid Society’s top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.","Fantasy---Family---Adventure---Animation","Yes","Unknown","No","Animal poaching and wildlife conservation","No","Bob Newhart---Eva Gabor---John Candy---Tristan Rogers---Adam Ryen---George C. Scott---Wayne Robson---Douglas Seale---Frank Welker---Bernard Fox---Peter Firth---Ed Gilbert---Carla Meyer---Russi Taylor---Peter Greenwood---Billy Barty---Mickie McGowan",146353,3.2,244,949,1277,5492,7508,19622,11994,9543,1753,3088,50,17670,61470,1.8636677729878
"Leprechaun’s Revenge","Drew Daywalt",2012,88,"Evil has a new holiday.","An evil leprechaun who has been imprisoned within the roots of a majestic old oak tree, is accidentally set loose on St. Patrick’s Day. Once free, he takes out his bloody revenge on the descendants of the people who originally imprisoned him.","Fantasy---Thriller---Horror","Yes","Unknown","Yes","No","No","Billy Zane---Courtney Halverson---William Devane---Derek Babb---Kent Jude Bernard---Chase Boltin---Dave Davis---Matty Ferraro---Andrea Frankle---Karl Herlinger---Gabriel Jarret---Kevin Mangold---Thomas Francis Murphy---Azure Parsons---Dane Rhodes---Kelly Washington---Joseph Randy Causin---Danny Cosmo---Emily D. Haley---Glen Warner",644,2.7,27,69,64,109,98,68,26,17,2,5,NA,77,485,1.98367809027806
"The Man Who Quit Smoking","Tage Danielsson",1972,104,"","The Plot focuses on Dante Alighieri, a young man who loves smoking. When his father dies Dante inherits $17 million on one special condition: He must give up smoking in 14 days and then stay smoke-free for an entire year. If he fails, his uncle inherits the $17 million instead. Dante has a living hell while trying to quit, and hires a private detective agency called Little Secret Service who he gives free hands to stop him from smoking, While his uncle, who has taken up smoking himself, also does everything he can to make Dante smoke again. ×","","No","Unknown","Yes","Smoking cessation","No","Gösta Ekman---Grynet Molvig---Toivo Pawlo---Holger Löwenadler---Gunn Wållgren---Pierre Lindstedt---Carl-Gustaf Lindstedt---Jan-Olof Strandberg---Meta Velander---Margaretha Krook---Stig Ossian Ericson---Marie Ekorre---Olga Georges-Picot---Marianne Stjernqvist---Stig Torstensson---Ulf von Zweigbergk---Jytte Abildstrøm---Manne Grünberger---Annette Poivre---Michel Francini---Sylvain Salnave---Raymond Bussières---Per Carleson---Sandy Mansson",1078,3.5,1,2,3,58,61,241,154,174,30,31,7,161,755,1.7331508086549
"Gone in the Night","Eli Horowitz",2022,90,"Some secrets are better left buried.","Upon arriving at a remote cabin in the redwoods, Kath and her boyfriend find a mysterious younger couple already there — the rental has apparently been double-booked. They decide to share the cabin with these strangers until the next morning, but her boyfriend disappears with the young woman, which sends Kath in a spiral to find an explanation for their sudden breakup — but the truth is far stranger than she could have imagined.","Mystery---Thriller","Yes","Unknown","Yes","No","No","Winona Ryder---Dermot Mulroney---John Gallagher Jr.---Brianne Tju---Owen Teague---Alain Uy---Dustin Ingram---Yvonne Senat Jones---Nina E. Jordan",16212,2.2,588,1532,1539,3336,2428,2178,630,429,52,192,3,1286,12904,1.95707703807106
"The Primevals","David Allen",2023,91,"A Civilization Lost in Time… Invaded One Million Years Ago","Deep in the Himalayas, a group of sherpas kills a gigantic humanoid creature. Convinced that it is the legendary Yeti, Dr. Claire Collier organizes an expedition with her former student Matt Connor and hunter Rondo Montana, among others, to search for more specimens. But what awaits them is something that none of them could have imagined. A colorful fusion of real image and stop-motion that is reminiscent of fantastic films from the 1980s.","Fantasy---Adventure---Science Fiction","Yes","Unknown","Yes","No","No","Juliet Mills---Richard Joseph Paul---Leon Russom---Walker Brandt---Tai Thai---Eric Steinberg---Robert Cornthwaite---Dolph Scott---Kevin Mangold---Jeffrey S. Farley---Billy Scudder",4930,3.2,11,56,101,309,520,1292,924,611,107,159,2,1487,4090,1.8291024697397
"Somebody Help Me","Chris Stokes",2007,100,"","Brendan Young and Darryl Jennings take a trip to Lake Arrowhead with a group of college friends to celebrate Young’s girlfriend’s birthday. One-by-one the co-eds begin disappearing until a mysterious young visitor arrives and helps them begin to unravel their tangled web of terror.","","No","Unknown","No","No","No","Marques Houston---Omarion---Braxton Davis---Donna DuPlantier---Amanda Fetters---Alexis Fields---Jessica Friedman---Luke Frydenger---Christopher Jones---Sonny King---Garrison Koch---Brittany Oaks---Stephen Snedden---Brooklyn Sudano---Jessica Szohr---Jim Wilkey",412,2.8,23,49,32,65,27,33,11,6,2,5,1,44,253,1.99193685372139
"Makala","Emmanuel Gras",2017,97,"","Kabwita, a young man living with his wife and daughters in Kolwezi, a town in the southwest of the Democratic Republic of Congo, dreams of buying land to build a house. To do so, he produces charcoal (makala), extracted from the ashes of a mighty hardwood tree. Carrying the sacks of charcoal on the back of his bicycle, he embarks on a dangerous journey to sell them on the market.","","No","No","No","Poverty and endurance in Congo","No","Kabwita Kasongo---Lydie Kasongo",1449,3.5,15,26,32,73,82,217,202,245,75,84,6,260,1051,2.01524655149634
"I Am Omega","Griff Furst",2007,90,"The Last Man Alive Must Battle a Planet of the Dead.","In post apocalyptic LA, being rampaged by zombie like cannibals humans that have some kind of genetic infection, local man Renchard is forced to live a daily struggle as he tries to locate radio signals and find a cure.","Action---Horror---Science Fiction","No","Unknown","Unknown","No","No","Mark Dacascos---Geoff Meed---Jennifer Lee Wiggins---Ryan Lloyd---Joshua Schlegel---Gregory Paul Smith---Lara Jean Chorostecki",1023,2.4,126,168,118,140,48,47,16,3,0,7,NA,60,673,1.8267209508378
"Any Gun Can Play","Enzo G. Castellari",1967,103,"Fast Guns Finish First…Or They’re Out. Dead Out!","A gang robs a gold shipment from a train. A so called bounty hunter is sent to track down the robbers and decides to let them lead him to the gold.","Action---Western---Adventure","No","No","Yes","No","No","George Hilton---Edd Byrnes---Gilbert Roland---Stefania Careddu---José Torres---Ivano Staccioli---Gérard Herter---Riccardo Pizzuti---Adriana Giuffrè---Valentino Macchi---Rodolfo Valadier---Marco Mariani",758,3.2,3,6,9,51,83,198,97,43,4,9,NA,111,503,1.68980700270186
"Happy as Lazzaro","Alice Rohrwacher",2018,128,"","Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.","Drama---Fantasy","No","Unknown","Yes","Exploitation and social injustice","Yes","Adriano Tardiolo---Agnese Graziani---Luke Chikovani---Alba Rohrwacher---Sergi López---Tommaso Ragno---Natalino Balasso---Nicoletta Braschi---Carlo Massimino---Daria Pascal Attolini---Maddalena Baiocco---Giulia Caccavello---Annunziata Capretto---Alessandro Genovesi---Davide Denci---Edoardo Montalto---Leonardo Nigro---Gala Othero Winter---Iris Pulvano---Ettore Scarpa---Pasqualina Scuncia---Carlo Tarmati---Pascal Tréguy---Daria Deflorian---Elisabetta Rocchetti---Luciano Vergaro---Annibale De Luca---Giuseppe Corsini---Marcello Duranti---Marco Donno---Nicola Sorci---Sofia Stangherlin---Silvia Lucarini---Cinzia de Luca---Lucia Centoscudi---Anita Crucitti---David Bennent---Antonio Salines",99837,4,113,269,300,1277,2024,6713,11658,24974,12296,13312,2400,35902,72936,1.71377712585485
